,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_flights,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_airlines,AIRPORT_OriginAirport,CITY_OriginAirport,STATE_OriginAirport,COUNTRY_OriginAirport,LATITUDE_OriginAirport,LONGITUDE_OriginAirport,AIRPORT_DestinationAirport,CITY_DestinationAirport,STATE_DestinationAirport,COUNTRY_DestinationAirport,LATITUDE_DestinationAirport,LONGITUDE_DestinationAirport
1778115,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-24 00:00:00,5,WN,1459,N731SA,SNA,LAS,725,724.0,-1.0,8.0,732.0,65.0,58.0,46.0,226,818.0,4.0,830,822.0,-8.0,0,0,,,,,,,Southwest Airlines Co.,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
3623684,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-13 00:00:00,4,AA,1246,N3MRAA,STL,MIA,1635,1642.0,7.0,12.0,1654.0,172.0,168.0,150.0,1068,2024.0,6.0,2027,2030.0,3.0,0,0,,,,,,,American Airlines Inc.,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
2492617,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-07 00:00:00,7,AS,61,N764AS,CDV,ANC,1311,1314.0,3.0,11.0,1325.0,44.0,46.0,31.0,160,1356.0,4.0,1355,1400.0,5.0,0,0,,,,,,,Alaska Airlines Inc.,Merle K. (Mudhole) Smith Airport,Cordova,AK,USA,60.49183,-145.47765,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619
1815900,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-26 00:00:00,7,DL,2435,N899AT,JFK,BOS,1535,1532.0,-3.0,22.0,1554.0,90.0,69.0,35.0,187,1629.0,12.0,1705,1641.0,-24.0,0,0,,,,,,,Delta Air Lines Inc.,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
4951575,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-05 00:00:00,4,AA,2501,N3GNAA,DFW,BNA,2020,12.0,232.0,24.0,36.0,108.0,111.0,80.0,631,156.0,7.0,2208,203.0,235.0,0,0,,3.0,0.0,0.0,229.0,3.0,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
4915769,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-03 00:00:00,2,AA,2260,N3HEAA,DFW,PSP,1715,1709.0,-6.0,27.0,1736.0,185.0,194.0,161.0,1126,1817.0,6.0,1820,1823.0,3.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625
5638721,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-20 00:00:00,7,DL,1190,N939AT,ATL,CAK,952,951.0,-1.0,13.0,1004.0,103.0,91.0,75.0,528,1119.0,3.0,1135,1122.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Akron-Canton Regional Airport,Akron,OH,USA,40.91631,-81.44247
811209,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-23 00:00:00,1,UA,1059,N68836,DEN,SFO,1125,1134.0,9.0,17.0,1151.0,166.0,152.0,128.0,967,1259.0,7.0,1311,1306.0,-5.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
4636945,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-16 00:00:00,5,WN,460,N354SW,11292,12339,1750,1823.0,33.0,10.0,1833.0,140.0,129.0,114.0,977,2227.0,5.0,2210,2232.0,22.0,0,0,,0.0,0.0,0.0,22.0,0.0,Southwest Airlines Co.,,,,,,,,,,,,
60156,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-04 00:00:00,7,WN,1685,N385SW,HOU,STL,1930,2026.0,56.0,12.0,2038.0,110.0,104.0,87.0,687,2205.0,5.0,2120,2210.0,50.0,0,0,,0.0,0.0,5.0,45.0,0.0,Southwest Airlines Co.,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
1230445,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-21 00:00:00,6,UA,791,N808UA,ORD,LGA,1100,1139.0,39.0,13.0,1152.0,127.0,107.0,91.0,733,1423.0,3.0,1407,1426.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0,United Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
633616,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-11 00:00:00,3,MQ,3236,N519MQ,LGA,ATL,1910,1914.0,4.0,40.0,1954.0,157.0,164.0,117.0,762,2151.0,7.0,2147,2158.0,11.0,0,0,,,,,,,American Eagle Airlines Inc.,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
4620290,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-15 00:00:00,4,WN,2743,N299WN,12953,13232,1750,1837.0,47.0,22.0,1859.0,150.0,154.0,127.0,725,2006.0,5.0,1920,2011.0,51.0,0,0,,4.0,0.0,47.0,0.0,0.0,Southwest Airlines Co.,,,,,,,,,,,,
4656187,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-18 00:00:00,7,AA,1508,N3DYAA,11278,13303,835,833.0,-2.0,20.0,853.0,166.0,153.0,127.0,919,1100.0,6.0,1121,1106.0,-15.0,0,0,,,,,,,American Airlines Inc.,,,,,,,,,,,,
2177863,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-18 00:00:00,1,EV,2611,N905EV,DFW,SPS,2155,2314.0,79.0,10.0,2324.0,57.0,52.0,35.0,113,2359.0,7.0,2252,6.0,74.0,0,0,,0.0,0.0,0.0,74.0,0.0,Atlantic Southeast Airlines,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Wichita Falls Municipal Airport/Sheppard AFB,Wichita Falls,TX,USA,33.9888,-98.49189
322773,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-22 00:00:00,4,NK,695,N508NK,BWI,LAS,800,756.0,-4.0,16.0,812.0,322.0,332.0,309.0,2106,1021.0,7.0,1022,1028.0,6.0,0,0,,,,,,,Spirit Air Lines,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
2416534,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-02 00:00:00,2,WN,314,N763SW,LAS,TUS,1855,1910.0,15.0,10.0,1920.0,70.0,68.0,55.0,365,2015.0,3.0,2005,2018.0,13.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103
2222885,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-21 00:00:00,4,OO,2888,N709BR,LAX,TUS,1550,1744.0,114.0,11.0,1755.0,83.0,80.0,62.0,451,1857.0,7.0,1713,1904.0,111.0,0,0,,0.0,0.0,111.0,0.0,0.0,Skywest Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103
856346,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-26 00:00:00,4,US,439,N837AW,PHX,SMF,815,812.0,-3.0,19.0,831.0,123.0,139.0,114.0,647,925.0,6.0,918,931.0,13.0,0,0,,,,,,,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59077
1979451,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-06 00:00:00,3,EV,5474,N914EV,ATL,CSG,1625,1621.0,-4.0,18.0,1639.0,42.0,41.0,20.0,83,1659.0,3.0,1707,1702.0,-5.0,0,0,,,,,,,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Columbus Metropolitan Airport,Columbus,GA,USA,32.51633,-84.93886
4308580,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-26 00:00:00,6,AA,260,N3BKAA,LAX,MIA,10,6.0,-4.0,25.0,31.0,296.0,304.0,271.0,2342,802.0,8.0,806,810.0,4.0,0,0,,,,,,,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
1478451,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-05 00:00:00,7,WN,44,N433LV,HOU,DAL,1700,1657.0,-3.0,11.0,1708.0,60.0,56.0,42.0,239,1750.0,3.0,1800,1753.0,-7.0,0,0,,,,,,,Southwest Airlines Co.,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
309296,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-21 00:00:00,3,DL,1173,N3739P,MSP,MSY,1005,1002.0,-3.0,27.0,1029.0,174.0,163.0,131.0,1039,1240.0,5.0,1259,1245.0,-14.0,0,0,,,,,,,Delta Air Lines Inc.,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
91455,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-06 00:00:00,2,WN,865,N490WN,FLL,STL,1805,1807.0,2.0,16.0,1823.0,190.0,175.0,154.0,1056,1957.0,5.0,2015,2002.0,-13.0,0,0,,,,,,,Southwest Airlines Co.,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
324414,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-22 00:00:00,4,WN,328,N487WN,LAX,MDW,940,945.0,5.0,6.0,951.0,230.0,238.0,226.0,1750,1537.0,6.0,1530,1543.0,13.0,0,0,,,,,,,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
5572302,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-16 00:00:00,3,OO,2965,N652BR,SLC,LAX,710,705.0,-5.0,45.0,750.0,130.0,149.0,96.0,590,826.0,8.0,820,834.0,14.0,0,0,,,,,,,Skywest Airlines Inc.,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
217122,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-15 00:00:00,4,AA,201,N3LVAA,BOS,LAX,700,656.0,-4.0,29.0,725.0,401.0,375.0,335.0,2611,1000.0,11.0,1041,1011.0,-30.0,0,0,,,,,,,American Airlines Inc.,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
2849713,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-28 00:00:00,7,F9,592,N906FR,DEN,BIS,1555,1551.0,-4.0,9.0,1600.0,90.0,85.0,72.0,516,1812.0,4.0,1825,1816.0,-9.0,0,0,,,,,,,Frontier Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Bismarck Municipal Airport,Bismarck,ND,USA,46.77411,-100.74672
4961615,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-06 00:00:00,5,OO,4540,N427SW,DTW,AZO,1347,1342.0,-5.0,12.0,1354.0,53.0,45.0,30.0,113,1424.0,3.0,1440,1427.0,-13.0,0,0,,,,,,,Skywest Airlines Inc.,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,USA,42.23488,-85.55206
370572,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-25 00:00:00,7,UA,543,N516UA,LAX,ORD,1239,1231.0,-8.0,17.0,1248.0,249.0,261.0,228.0,1744,1836.0,16.0,1848,1852.0,4.0,0,0,,,,,,,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4490219,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-07 00:00:00,3,DL,2248,N970DL,11433,12953,1520,1518.0,-2.0,16.0,1534.0,110.0,93.0,70.0,502,1644.0,7.0,1710,1651.0,-19.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,,,,,,
3206613,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-20 00:00:00,1,OO,7423,N602XJ,BRD,MSP,650,642.0,-8.0,12.0,654.0,64.0,45.0,27.0,114,721.0,6.0,754,727.0,-27.0,0,0,,,,,,,Skywest Airlines Inc.,Brainerd Lakes Regional Airport,Brainerd,MN,USA,46.39786,-94.13723,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
4765697,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-25 00:00:00,7,OO,5436,N959SW,11823,13930,700,650.0,-10.0,12.0,702.0,62.0,53.0,32.0,157,634.0,9.0,702,643.0,-19.0,0,0,,,,,,,Skywest Airlines Inc.,,,,,,,,,,,,
4474031,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-06 00:00:00,2,HA,373,N484HA,12173,12982,1523,1528.0,5.0,17.0,1545.0,39.0,47.0,25.0,102,1610.0,5.0,1602,1615.0,13.0,0,0,,,,,,,Hawaiian Airlines Inc.,,,,,,,,,,,,
1367462,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-29 00:00:00,7,US,464,N536UW,SAN,PHX,1920,1913.0,-7.0,14.0,1927.0,75.0,71.0,52.0,304,2019.0,5.0,2035,2024.0,-11.0,0,0,,,,,,,US Airways Inc.,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
3701484,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-18 00:00:00,2,AA,176,N3GRAA,DFW,DCA,1155,1153.0,-2.0,11.0,1204.0,186.0,163.0,147.0,1192,1531.0,5.0,1601,1536.0,-25.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
1403317,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-31 00:00:00,2,AS,816,N557AS,LIH,SEA,2245,2234.0,-11.0,16.0,2250.0,340.0,351.0,328.0,2701,718.0,7.0,725,725.0,0.0,0,0,,,,,,,Alaska Airlines Inc.,Lihue Airport,Lihue,HI,USA,21.97598,-159.33896,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
1611049,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-13 00:00:00,1,WN,48,N760SW,DAL,TPA,1940,1941.0,1.0,8.0,1949.0,135.0,131.0,118.0,917,2247.0,5.0,2255,2252.0,-3.0,0,0,,,,,,,Southwest Airlines Co.,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
1731394,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-21 00:00:00,2,B6,2602,N216JB,JFK,BUF,1030,1026.0,-4.0,15.0,1041.0,83.0,76.0,59.0,301,1140.0,2.0,1153,1142.0,-11.0,0,0,,,,,,,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
4666751,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-18 00:00:00,7,DL,1748,N317NB,14122,11433,1912,1907.0,-5.0,8.0,1915.0,75.0,50.0,37.0,201,1952.0,5.0,2027,1957.0,-30.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,,,,,,
2664002,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-17 00:00:00,3,OO,2759,N496CA,FLG,PHX,1458,1500.0,2.0,16.0,1516.0,49.0,53.0,29.0,119,1545.0,8.0,1547,1553.0,6.0,0,0,,,,,,,Skywest Airlines Inc.,Flagstaff Pulliam Airport,Flagstaff,AZ,USA,35.13845,-111.67122,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
3980033,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-04 00:00:00,5,F9,424,N906FR,DEN,ATL,1445,1445.0,0.0,12.0,1457.0,168.0,174.0,143.0,1199,1920.0,19.0,1933,1939.0,6.0,0,0,,,,,,,Frontier Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
2439842,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-04 00:00:00,4,AA,1377,N3MFAA,ORD,MIA,845,844.0,-1.0,17.0,901.0,195.0,168.0,144.0,1197,1225.0,7.0,1300,1232.0,-28.0,0,0,,,,,,,American Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
3340449,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-27 00:00:00,1,WN,232,N470WN,DEN,PDX,2215,2220.0,5.0,11.0,2231.0,160.0,152.0,137.0,991,2348.0,4.0,2355,2352.0,-3.0,0,0,,,,,,,Southwest Airlines Co.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
487469,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-02 00:00:00,1,WN,713,N365SW,LAX,SJC,925,941.0,16.0,7.0,948.0,65.0,61.0,50.0,308,1038.0,4.0,1030,1042.0,12.0,0,0,,,,,,,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
2982791,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-06 00:00:00,1,DL,866,N917DN,ORD,MSP,1928,2005.0,37.0,58.0,2103.0,86.0,119.0,55.0,334,2158.0,6.0,2054,2204.0,70.0,0,0,,33.0,0.0,0.0,37.0,0.0,Delta Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
5084204,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-14 00:00:00,6,AS,364,N483AS,SEA,OAK,1010,1005.0,-5.0,28.0,1033.0,122.0,141.0,109.0,672,1222.0,4.0,1212,1226.0,14.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
2850062,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-28 00:00:00,7,WN,2194,N376SW,PDX,SJC,1620,1620.0,0.0,11.0,1631.0,100.0,109.0,94.0,569,1805.0,4.0,1800,1809.0,9.0,0,0,,,,,,,Southwest Airlines Co.,Portland International Airport,Portland,OR,USA,45.58872,-122.5975,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
2705384,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-19 00:00:00,5,WN,1031,N229WN,STL,MSY,2150,2143.0,-7.0,8.0,2151.0,95.0,92.0,80.0,604,2311.0,4.0,2325,2315.0,-10.0,0,0,,,,,,,Southwest Airlines Co.,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
2313635,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-27 00:00:00,3,MQ,3090,N693MQ,ORD,MEM,1335,1331.0,-4.0,14.0,1345.0,110.0,95.0,78.0,491,1503.0,3.0,1525,1506.0,-19.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Memphis International Airport,Memphis,TN,USA,35.04242,-89.97667
3916367,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-31 00:00:00,1,AA,161,N5FDAA,LAX,OGG,1725,1721.0,-4.0,21.0,1742.0,352.0,367.0,341.0,2486,2023.0,5.0,2017,2028.0,11.0,0,0,,,,,,,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
2854061,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-28 00:00:00,7,US,425,N167US,SEA,PHX,2016,2018.0,2.0,15.0,2033.0,170.0,196.0,146.0,1107,2259.0,35.0,2306,2334.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0,US Airways Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4103494,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-13 00:00:00,7,EV,3259,N11548,HPN,ORD,655,651.0,-4.0,11.0,702.0,147.0,133.0,113.0,738,755.0,9.0,822,804.0,-18.0,0,0,,,,,,,Atlantic Southeast Airlines,Westchester County Airport,White Plains,NY,USA,41.06696,-73.70757,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
422177,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-28 00:00:00,3,B6,359,N641JB,JFK,BUR,1730,1812.0,42.0,16.0,1828.0,384.0,368.0,346.0,2465,2114.0,6.0,2054,2120.0,26.0,0,0,,0.0,0.0,26.0,0.0,0.0,JetBlue Airways,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
3007033,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-08 00:00:00,3,AS,354,N506AS,SEA,SMF,920,914.0,-6.0,16.0,930.0,108.0,103.0,81.0,605,1051.0,6.0,1108,1057.0,-11.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59077
4633718,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-16 00:00:00,5,UA,1294,N17229,13204,11618,1440,1433.0,-7.0,14.0,1447.0,170.0,142.0,118.0,937,1645.0,10.0,1730,1655.0,-35.0,0,0,,,,,,,United Air Lines Inc.,,,,,,,,,,,,
3220728,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-20 00:00:00,1,MQ,3208,N939MQ,DFW,PIA,2020,2015.0,-5.0,11.0,2026.0,123.0,107.0,94.0,672,2200.0,2.0,2223,2202.0,-21.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,General Wayne A. Downing Peoria International Airport,Peoria,IL,USA,40.66424,-89.69331
576303,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-08 00:00:00,7,EV,5358,N859AS,ATL,XNA,815,814.0,-1.0,17.0,831.0,120.0,102.0,83.0,589,854.0,2.0,915,856.0,-19.0,0,0,,,,,,,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.28187,-94.30681
788854,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-21 00:00:00,6,DL,1509,N353NW,SLC,DFW,2002,2022.0,20.0,17.0,2039.0,147.0,143.0,119.0,989,2338.0,7.0,2329,2345.0,16.0,0,0,,0.0,0.0,16.0,0.0,0.0,Delta Air Lines Inc.,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
2380807,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-31 00:00:00,7,DL,2281,N946DL,ATL,IND,1708,1742.0,34.0,8.0,1750.0,97.0,71.0,60.0,432,1850.0,3.0,1845,1853.0,8.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
3638100,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-14 00:00:00,5,EV,5670,N14568,IAH,SHV,1342,1341.0,-1.0,18.0,1359.0,64.0,60.0,37.0,192,1436.0,5.0,1446,1441.0,-5.0,0,0,,,,,,,Atlantic Southeast Airlines,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Shreveport Regional Airport,Shreveport,LA,USA,32.44663,-93.8256
1980164,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-06 00:00:00,3,EV,4239,N12160,IAH,JAN,1708,1707.0,-1.0,20.0,1727.0,75.0,75.0,52.0,351,1819.0,3.0,1823,1822.0,-1.0,0,0,,,,,,,Atlantic Southeast Airlines,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Jackson-Evers International Airport,Jackson,MS,USA,32.31117,-90.07589
5199335,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-21 00:00:00,6,WN,1818,N398SW,PHX,PDX,1520,1542.0,22.0,11.0,1553.0,175.0,159.0,146.0,1009,1719.0,2.0,1715,1721.0,6.0,0,0,,,,,,,Southwest Airlines Co.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
3718751,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-19 00:00:00,3,UA,73,N66841,IAD,SFO,1240,1238.0,-2.0,17.0,1255.0,350.0,323.0,302.0,2419,1457.0,4.0,1530,1501.0,-29.0,0,0,,,,,,,United Air Lines Inc.,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
